sr,title,link,guid,latitude,longitude,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name
1298,monuments2.fid-3f3c22b6_1667d4434db_49d0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d0,26.498841,74.676361,10930,BAORI,BAORI,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ013.JPG,JDHRJ013,JDH_013
1299,monuments2.fid-3f3c22b6_1667d4434db_49d1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d1,26.56597,74.706698,10931,KOS MINAR,KOS MINAR,Chatri,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ014.JPG,JDHRJ014,JDH_014
1300,monuments2.fid-3f3c22b6_1667d4434db_49d2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d2,26.563586,74.689006,10932,SARAI,SARAI,Chatri,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ015.JPG,JDHRJ015,JDH_015
1301,monuments2.fid-3f3c22b6_1667d4434db_49d3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d3,26.513951,74.688942,10933,KOS MINAR,KOS MINAR,Ghugra,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ016.JPG,JDHRJ016,JDH_016
1302,monuments2.fid-3f3c22b6_1667d4434db_49d4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d4,26.612125,74.742227,10934,KOS MINAR,KOS MINAR,Hushira,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ017.JPG,JDHRJ017,JDH_017
1303,monuments2.fid-3f3c22b6_1667d4434db_49d5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d5,26.637544,74.75496,10935,KOS MINAR,KOS MINAR,Hushira,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ018.JPG,JDHRJ018,JDH_018
1304,monuments2.fid-3f3c22b6_1667d4434db_49d6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d6,26.541631,74.691731,10936,KOS MINAR,KOS MINAR,Kair,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ019.JPG,JDHRJ019,JDH_019
1305,monuments2.fid-3f3c22b6_1667d4434db_49d7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d7,26.587642,74.725036,10937,KOS MINAR,KOS MINAR,Khanpura,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ020.JPG,JDHRJ020,JDH_020
1306,monuments2.fid-3f3c22b6_1667d4434db_49d8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d8,26.484656,74.554486,10938,MAHAL BADSHAHI,MAHAL BADSHAHI,Pushkar,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ021.JPG,JDHRJ021,JDH_021
1307,monuments2.fid-3f3c22b6_1667d4434db_49d9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49d9,26.487328,74.548878,10939,BRAHMA TEMPLE,BRAHMA TEMPLE,Pushkar,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ022.JPG,JDHRJ022,JDH_022
1308,monuments2.fid-3f3c22b6_1667d4434db_49da,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49da,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49da,23.493122,74.100294,10940,SIVA TEMPLE AND RUINS,SIVA TEMPLE AND RUINS,Arthuna,Banswara,Rajasthan,Jodhpur Circle,JDHRJ023.JPG,JDHRJ023,
1309,monuments2.fid-3f3c22b6_1667d4434db_49db,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49db,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49db,23.487044,74.336511,10941,ANCIENT REMAINS,ANCIENT REMAINS,Vithal Deva,Banswara,Rajasthan,Jodhpur Circle,JDHRJ024.JPG,JDHRJ024,
1310,monuments2.fid-3f3c22b6_1667d4434db_49dc,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49dc,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49dc,28.0047,73.300656,10942,BHANDASAR JAIN TEMPLE,BHANDASAR JAIN TEMPLE,Bikaner,Bikaner,Rajasthan,Jodhpur Circle,JDHRJ025.JPG,JDHRJ025,
1311,monuments2.fid-3f3c22b6_1667d4434db_49dd,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49dd,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49dd,27.750925,73.540589,10943,JAIN TEMPLE OF SUSANI GODDESS,JAIN TEMPLE OF SUSANI GODDESS,Morkhana,Bikaner,Rajasthan,Jodhpur Circle,JDHRJ026.JPG,JDHRJ026,
1312,monuments2.fid-3f3c22b6_1667d4434db_49de,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49de,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49de,24.958056,75.593611,10947,TEMPLE OF ASHTAMATA,TEMPLE OF ASHTAMATA,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ030.JPG,JDHRJ030,
1313,monuments2.fid-3f3c22b6_1667d4434db_49df,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49df,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49df,24.958056,75.593611,10948,TEMPLE OF GANESH,TEMPLE OF GANESH,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ031.JPG,JDHRJ031,
1314,monuments2.fid-3f3c22b6_1667d4434db_49e0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e0,24.958056,75.593611,10949,TEMPLE OF SESHASHAYAN,TEMPLE OF SESHASHAYAN,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ032.JPG,JDHRJ032,
1315,monuments2.fid-3f3c22b6_1667d4434db_49e1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e1,24.958056,75.593611,10950,TEMPLE OF SHIVA AND KUND,TEMPLE OF SHIVA AND KUND,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ033.JPG,JDHRJ033,
1316,monuments2.fid-3f3c22b6_1667d4434db_49e2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e2,24.958056,75.593611,10951,TEMPLE OF TRIMURTI,TEMPLE OF TRIMURTI,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ034.JPG,JDHRJ034,
1317,monuments2.fid-3f3c22b6_1667d4434db_49e3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e3,24.958056,75.593611,10952,TEMPLE OF VAMANAVATAR,TEMPLE OF VAMANAVATAR,Badoli,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ035.JPG,JDHRJ035,
1318,monuments2.fid-3f3c22b6_1667d4434db_49e4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e4,24.887222,74.646944,10953,FORT  AS A WHOLE,FORT  AS A WHOLE,Chittaurgarh,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ036.JPG,JDHRJ036,JDH_036
1319,monuments2.fid-3f3c22b6_1667d4434db_49e5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e5,25.093078,75.172233,10954,MENAL (MAHANAL) TEMPLES AND MATH,MENAL (MAHANAL) TEMPLES AND MATH,Menal,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ037.JPG,JDHRJ037,
1320,monuments2.fid-3f3c22b6_1667d4434db_49e6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e6,24.971006,74.680533,10955,ANCIENT SITE AND REMAINS,ANCIENT SITE AND REMAINS,Nagari,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ038.JPG,JDHRJ038,JDH_038
1321,monuments2.fid-3f3c22b6_1667d4434db_49e7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e7,24.975675,74.688778,10956,HATHIWADA ENCLOSURE WITH INSCRIPTION,HATHIWADA ENCLOSURE WITH INSCRIPTION,Nagari,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ039.JPG,JDHRJ039,JDH_039
1322,monuments2.fid-3f3c22b6_1667d4434db_49e8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e8,24.738147,74.120019,10957,ARCHAEOLOGICAL SITES AND REMAINS,ARCHAEOLOGICAL SITES AND REMAINS,NILODH/JEORA,CHITTAURGARH,Rajasthan,Jodhpur Circle,JDHRJ040.JPG,JDHRJ040,
1323,monuments2.fid-3f3c22b6_1667d4434db_49e9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49e9,23.903503,74.056033,10958,JAIN TEMPLE INSCRIPTION,JAIN TEMPLE INSCRIPTION,BARODA,DUNGARPUR,Rajasthan,Jodhpur Circle,JDHRJ041.JPG,JDHRJ041,
1324,monuments2.fid-3f3c22b6_1667d4434db_49ea,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ea,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ea,23.940608,73.861475,10959,SOMNATH TEMPLE,SOMNATH TEMPLE,DEV SOMNATH,DUNGARPUR,Rajasthan,Jodhpur Circle,JDHRJ042.JPG,JDHRJ042,JDH_042
1325,monuments2.fid-3f3c22b6_1667d4434db_49eb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49eb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49eb,29.168611,73.313611,10960,ANCIENT MOUND,ANCIENT MOUND,BAROR,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ043.JPG,JDHRJ043,
1326,monuments2.fid-3f3c22b6_1667d4434db_49ec,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ec,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ec,29.360278,73.924722,10961,ANCIENT MOUNDS,ANCIENT MOUNDS,BHANNERTHERI,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ044.JPG,JDHRJ044,
1327,monuments2.fid-3f3c22b6_1667d4434db_49ed,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ed,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ed,29.223608,73.127481,10962,ANCIENT MOUNDS,ANCIENT MOUNDS,BINJOR,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ045.JPG,JDHRJ045,
1328,monuments2.fid-3f3c22b6_1667d4434db_49ee,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ee,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ee,29.238464,73.233192,10963,ANCIENT MOUND,ANCIENT MOUND,CHAK 86,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ046.JPG,JDHRJ046,
1329,monuments2.fid-3f3c22b6_1667d4434db_49ef,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ef,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49ef,29.343889,73.956111,10964,ANCIENT MOUNDS,ANCIENT MOUNDS,RANG MAHAL,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ048.JPG,JDHRJ048,
1330,monuments2.fid-3f3c22b6_1667d4434db_49f0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f0,29.237778,73.223056,10965,ANCIENT MOUND,ANCIENT MOUND,TARKHANWALA,GANGANAGAR,Rajasthan,Jodhpur Circle,JDHRJ049.JPG,JDHRJ049,
1331,monuments2.fid-3f3c22b6_1667d4434db_49f1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f1,29.373619,74.068319,10966,ANCIENT MOUNDS,ANCIENT MOUNDS,BADOPAL,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ050.JPG,JDHRJ050,
1332,monuments2.fid-3f3c22b6_1667d4434db_49f2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f2,29.600306,74.384133,10967,ANCIENT MOUNDS,ANCIENT MOUNDS,BHADRAKALI,HANUMANGARH,Rajasthan,Jodhpur Circle,JDHRJ051.JPG,JDHRJ051,
1333,monuments2.fid-3f3c22b6_1667d4434db_49f3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f3,26.455167,74.625033,10918,ADHAI DIN-KA-JHONPRA,ADHAI DIN-KA-JHONPRA,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ001.JPG,JDHRJ001,JDH_001
1334,monuments2.fid-3f3c22b6_1667d4434db_49f4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f4,26.461333,74.631114,10919,BADSHAHI HAVELI,BADSHAHI HAVELI,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ002.JPG,JDHRJ002,JDH_002
1335,monuments2.fid-3f3c22b6_1667d4434db_49f5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f5,26.462147,74.627675,10920,DELHI GATE,DELHI GATE,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ003.JPG,JDHRJ003,JDH_003
1336,monuments2.fid-3f3c22b6_1667d4434db_49f6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f6,26.443597,74.616686,10921,GATEWAY OF TARAGARH HILL,GATEWAY OF TARAGARH HILL,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ004.JPG,JDHRJ004,JDH_004
1337,monuments2.fid-3f3c22b6_1667d4434db_49f7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f7,26.469769,74.630411,10922,MARBLE PAVILIONS AND BALUSTRADE ON THE ANASAGAR BUND,MARBLE PAVILIONS AND BALUSTRADE ON THE ANASAGAR BUND,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ005.JPG,JDHRJ005,JDH_005
1338,monuments2.fid-3f3c22b6_1667d4434db_49f8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f8,26.469872,74.632192,10923,SAHELI BAZAR BUILDINGS IN DAULAT BAGH,SAHELI BAZAR BUILDINGS IN DAULAT BAGH,Ajmer,Ajmer,Rajasthan,Jodhpur Circle,JDHRJ006.JPG,JDHRJ006,
1339,monuments2.fid-3f3c22b6_1667d4434db_49f9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49f9,27.26993,84.499481,14272,Ashoka column,Ashoka column,Rampurwa,West Champaran,Bihar,Patna Circle,PATBR012.jpg,PATBR012,
1340,monuments2.fid-3f3c22b6_1667d4434db_49fa,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49fa,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_49fa,27.13797,84.422699,14273,Ruined fortress,Ruined fortress,Chankigarh,West Champaran,Bihar,Patna Circle,PATBR006.jpg,PATBR006,
